Cost Function,Theta0,Theta1,Iteration
519.1870787130966,36.0964616034072,0.6612451847984695,76
508.93646361886573,36.41731698737313,0.669774308872879,77
498.88970367158896,36.7349638174994,0.6782960352376322,78
489.04274238288417,37.04943417932441,0.6868103703091097,79
479.39160398809145,37.36075983753116,0.6953173204981273,80
469.93239183986975,37.66897223915585,0.7038168922099401,81
460.6612868337659,37.97410251676429,0.7123090918442478,82
451.5745458651091,38.276181491596645,0.7207939257951993,83
442.668500316618,38.57523967668068,0.7292714004513974,84
433.9395545761007,38.87130727991387,0.7377415221959038,85
425.38418458365516,39.16441420711473,0.7462042974062442,86
416.99893640777924,39.45459006504358,0.7546597324544122,87
408.7804248498158,39.74186416439315,0.7631078337068752,88
400.72533207616993,40.02626552274922,0.7715486075245784,89
392.8304062777454,40.30782286752173,0.7799820602629499,90
385.0924603560567,40.58656463884651,0.7884081982719056,91
377.5083706354897,40.86251899245804,0.7968270278958534,92
370.0750756011866,41.13571380253346,0.8052385554736988,93
362.78957466204747,41.40617666450812,0.8136427873388492,94
355.6489269383483,41.67393489786304,0.8220397298192186,95
348.6502500734855,41.93901554888441,0.8304293892372325,96
341.7907190693669,42.201445393395566,0.8388117719098329,97
335.06756514497596,42.461250939461614,0.8471868841484825,98
328.47807461765535,42.718458430066995,0.8555547322591701,99
322.0195878066485,42.97309384576633,0.8639153225424148,100
315.6894979584634,43.225182907308664,0.8722686612932709,101
309.4852501936195,43.47475107823558,0.8806147548013328,102
303.404340474357,43.72182356745322,0.8889536093507397,103
297.4443145928864,43.96642533177869,0.8972852312201804,104
291.6027671797725,44.2085810784609,0.9056096266828977,105
285.8773407320529,44.44831526767629,0.9139268020066932,106
280.26572466069484,44.68565211499953,0.9222367634539322,107
274.76565435700905,44.92061559384953,0.9305395172815487,108
269.37491027764133,45.15322943791104,0.9388350697410495,109
264.0913170477736,45.383517143531925,0.9471234270785189,110
258.91274258217015,45.611501972096605,0.9554045955346243,111
253.83709722371555,45.83720695237564,0.9636785813446198,112
248.86233289909626,46.06065488285188,0.9719453907383515,113
243.98644229128305,46.28186833402336,0.9802050299402622,114
239.2074580284821,46.50086965068312,0.9884575051693956,115
234.5234518892249,46.71768095417629,0.9967028226394017,116
229.93253402327775,46.93232414463453,1.004940988558541,117
225.43285218805514,47.14482090318818,1.0131720091296892,118
221.0225910002274,47.3551926941563,1.021395890550342,119
216.69997120222303,47.563460767214735,1.0296126390126197,120
212.46324894332588,47.76964615954259,1.037822260703272,121
208.31071507508025,47.97376969794716,1.0460247618036824,122
204.2406944607159,48.17585200096769,1.054220148489873,123
200.25154529831624,48.37591348095801,1.0624084269325094,124
196.34165845745582,48.57397434614843,1.0705896032969047,125
192.50945682903787,48.77005460268695,1.0787636837430248,126
188.7533946880707,48.96417405666008,1.0869306744254925,127
185.071957069124,49.156352316093475,1.095090581493593,128
181.4636591542155,49.34660879293254,1.103243411091277,129
177.9270456728762,49.53496270500322,1.1113891693571671,130
174.46069031415612,49.721433077953186,1.1195278624245615,131
171.06319515033024,49.90603874717365,1.1276594964214381,132
167.73319007207292,50.08879835970192,1.1357840774704604,133
164.46933223487252,50.2697303761049,1.1439016116889809,134
161.2703055164626,50.44885307234385,1.1520121051890466,135
158.1348199850488,50.62618454162041,1.160115564077403,136
155.06161137812003,50.80174269620421,1.1682119944554992,137
152.0494405916301,50.97554526924217,1.1763014024194918,138
149.09709317934482,51.147609816549746,1.1843837940602504,139
146.2033788621522,51.317953718384246,1.1924591754633613,140
143.3671310471373,51.4865941812004,1.2005275527091328,141
140.5872063562274,51.6535482393884,1.2085889318725993,142
137.86248416421765,51.81883275699452,1.2166433190235262,143
135.1918661459893,51.982464429424574,1.224690720226414,144
132.57427583273878,52.14445978513033,1.2327311415405033,145
130.0086581770373,52.304835187279025,1.2407645890197794,146
127.49397912654656,52.46360683540623,1.2487910687129764,147
125.0292252062167,52.62079076705217,1.2568105866635826,148
122.61340310879912,52.77640285938165,1.2648231489098438,149
120.24553929350786,52.93045883078783,1.2728287614847689,150
117.92467959266733,53.08297424247995,1.2808274304161342,151
115.64988882618809,53.23396450005515,1.2888191617264875,152
113.42025042371488,53.3834448550546,1.2968039614331532,153
111.23486605429306,53.53143040650405,1.3047818355482368,154
109.09285526340524,53.67793610243901,1.3127527900786287,155
106.99335511723116,53.82297674141462,1.3207168310260093,156
104.9355198539857,53.96656697400047,1.3286739643868541,157
102.91852054219663,54.10872130426047,1.336624196152437,158
100.94154474578183,54.24945409121786,1.3445675323088353,159
99.00379619579131,54.388779550305685,1.3525039788369349,160
97.10449446868238,54.526711754802626,1.3604335417124334,161
95.24287467099613,54.6632646372546,1.368356226905846,162
93.41818713030985,54.79845199088205,1.3762720403825093,163
91.62969709233857,54.93228747097323,1.3841809881025857,164
89.876684424065,55.06478459626349,1.392083076021068,165
88.15844332277683,55.19595675030086,1.3999783100877845,166
86.47428203089422,55.32581718279785,1.4078666962474022,167
84.82352255647221,55.45437901096987,1.4157482404394326,168
83.20550039926533,55.58165522086018,1.423622948598235,169
81.61956428224333,55.707658668651575,1.4314908266530222,170
80.0650758884496,55.83240208196506,1.439351880527864,171
78.54140960309637,55.955898061145405,1.4472061161416918,172
77.04795226079239,56.07815908053395,1.4550535394083035,173
75.58410289780018,56.19919748972861,1.4628941562363678,174
74.14927250922392,56.319025514831324,1.470727972529428,175
72.74288381102899,56.43765525968301,1.4785549941859075,176
71.36437100679751,56.55509870708618,1.4863752270991135,177
70.0131795591252,56.67136772001532,1.494188677157242,178
68.68876596556767,56.786474042815165,1.501995350243381,179
67.39059753904542,56.90042930238701,1.5097952522355167,180
66.11815219261837,57.01324500936314,1.517588389006537,181
64.87091822854386,57.12493255926951,1.5253747664242354,182
63.64839413153235,57.235503233676816,1.5331543903513165,183
62.45008836611686,57.344968201340045,1.5409272666453995,184
61.27551917805519,57.45333851932664,1.5486934011590234,185
60.124214399684185,57.560625134133375,1.556452799739651,186
58.99571125914729,57.66683888279204,1.5642054682296727,187
57.88955619341874,57.771990493964125,1.5719514124664122,188
56.805304665048254,57.876090589024486,1.57969063828213,189
55.74252098255265,57.97914968313424,1.5874231515040282,190
54.70077812438168,58.08117818630289,1.5951489579542544,191
53.67965756638701,58.18218640443986,1.6028680634499064,192
52.67874911272432,58.28218454039546,1.6105804738030365,193
51.697650730120856,58.38118269499151,1.6182861948206564,194
50.73596838544073,58.47919086804159,1.6259852323047406,195
49.79331588648258,58.57621895936118,1.6336775920522313,196
48.86931472594583,58.672276769767564,1.641363279855043,197
47.96359392850147,58.767374002069886,1.6490423015000668,198
47.0757899009065,58.86152026204919,1.6567146627691738,199
46.20554628510113,58.9547250594287,1.664380369439221,200
45.35251381422878,59.04699780883441,1.6720394272820542,201
44.516350171522184,59.13834783074607,1.6796918420645137,202
43.696719851996846,59.22878435243861,1.6873376195484373,203
42.89329402689717,59.31831650891422,1.6949767654906658,204
42.10575041084014,59.40695334382508,1.7026092856430464,205
41.333773131602705,59.49470381038683,1.7102351857524376,206
40.57705260250047,59.581576772282965,1.7178544715607136,207
39.83528539730607,59.667581004560134,1.7254671488047681,208
39.10817412765648,59.75272519451453,1.7330732232165191,209
38.39542732290026,59.83701794256939,1.740672700522913,210
37.69675931233547,59.9204677631437,1.7482655864459289,211
37.011890109791395,60.00308308551226,1.755851886702583,212
36.340545300506726,60.084872254657135,1.7634316070049327,213
35.68245593025923,60.165843532110564,1.7710047530600814,214
35.037358396701464,60.24600509678946,1.7785713305701825,215
34.40499434285908,60.32536504582156,1.786131345232443,216
33.78511055274834,60.40393139536335,1.7936848027391292,217
33.17745884907116,60.48171208140972,1.8012317087775698,218
32.5817959929455,60.55871496059562,1.8087720690301607,219
31.997883585631744,60.634947810989665,1.8163058891743693,220
31.4254879722141,60.71041833287977,1.8238331748827386,221
30.864380147199327,60.78513414955097,1.8313539318228913,222
30.314335661993546,60.85910280805546,1.8388681656575347,223
29.775134534220605,60.93233177997491,1.8463758820444645,224
29.24656115884487,61.00482846217516,1.8538770866365688,225
28.728404221062632,61.07660017755341,1.861371785081833,226
28.220456610927066,61.14765417577787,1.8688599830233437,227
27.72251533967207,61.217997634020094,1.8763416860992927,228
27.234381457701364,61.287637657679895,1.883816899942982,229
26.75585997420951,61.3565812811031,1.8912856301828274,230
26.286759778402516,61.424835468292066,1.8987478824423627,231
25.826893562286095,61.49240711360915,1.9062036623402443,232
25.376077744990557,61.559303042473054,1.9136529754902554,233
24.934132398601463,61.62553001204832,1.9210958275013097,234
24.500881175466414,61.69109471192784,1.9285322239774565,235
24.076151236948352,61.75600376480856,1.9359621705178842,236
23.65977318359669,61.82026372716047,1.9433856727169248,237
23.25158098670794,61.88388108988887,1.950802736164058,238
22.851411921248513,61.946862278989975,1.9582133664439159,239
22.459106500112057,62.009213656200075,1.9656175691362858,240
22.074508409685333,62.070941519638076,1.9730153498161167,241
21.697464446696202,62.1320521044417,1.980406714053521,242
21.327824456318368,62.19255158339728,1.9877916674137808,243
20.965441271507757,62.25244606756331,1.9951702154573505,244
20.610170653546255,62.31174160688768,2.002542363739862,245
20.26187123376847,62.3704441908188,2.0099081178121283,246
19.920404456448225,62.428559748910615,2.0172674832201483,247
19.585634522821593,62.48609415142151,2.0246204655051105,248
19.25742833622387,62.5430532099073,2.0319670702033967,249
18.935655448318307,62.59944267780823,2.039307302846588,250
18.62018800639486,62.655268251030144,2.046641168961466,251
18.310900701717745,62.710535568519845,2.0539686740700196,252
18.00767071890095,62.765250212834644,2.0612898236894486,253
17.710377686290936,62.8194177107063,2.068604623332167,254
17.418903627336935,62.87304353359924,2.0759130785058075,255
17.13313291292902,62.92613309826324,2.083215194713226,256
16.85295221468435,62.97869176728061,2.0905109774525052,257
16.578250459163325,63.0307248496078,2.09780043221696,258
16.30891878299669,63.08223760111172,2.105083564495139,259
16.04485048890565,63.133235225100606,2.112360379770832,260
15.785941002597186,63.1837228728496,2.1196308835230715,261
15.53208783051712,63.2337056441211,2.126895081226138,262
15.283190518443899,63.28318858767989,2.1341529783495643,263
15.039150610906411,63.332176701803085,2.1414045803581385,264
14.799871611409298,63.380674934785056,2.1486498927119095,265
14.565258943449944,63.4286881854372,2.15588892086619,266
14.335219912310993,63.47622130358283,2.163121670271561,267
14.109663667613413,63.52327909054701,2.1703481463738767,268
13.888501166614626,63.56986629964154,2.177568354614267,269
13.671645138237029,63.61598763664512,2.1847823004291422,270
13.459010047812363,63.66164776027867,2.1919899892501986,271
13.250512062527628,63.706851282675885,2.1991914265044206,272
13.046069017558745,63.75160276984913,2.206386617614085,273
12.845600382878047,63.795906742150635,2.2135755679967666,274
12.649027230722172,63.83976767472913,2.220758283065341,275
12.45627220370774,63.88318999798184,2.227934768227988,276
12.267259483581068,63.92617809800202,2.2351050288881984,277
12.081914760590102,63.968736317022,2.2422690704447747,278
11.900165203465688,64.01086895385178,2.249426898291838,279
11.721939430000264,64.05258026431326,2.25657851781883,280
11.547167478211984,64.09387446167013,2.2637239344105176,281
11.375780778082696,64.13475571705342,2.270863153446998,282
11.207712123858444,64.17522815988289,2.277996180303702,283
11.042895646900996,64.21529587828407,2.285123020351398,284
10.881266789079854,64.25496291950122,2.2922436789561953,285
10.722762276693441,64.29423329030621,2.2993581614795495,286
10.567320094909565,64.33311095740315,2.3064664732782663,287
10.414879462714454,64.37159984782912,2.3135686197045047,288
10.265380808360128,64.40970384935082,2.3206646061057814,289
10.118765745300523,64.44742681085731,2.3277544378249755,290
9.974977048606522,64.48477254274873,2.3348381202003314,291
9.833958631850159,64.52174481732123,2.3419156585654637,292
9.695655524448952,64.55834736914802,2.348987058249361,293
9.560013849461152,64.59458389545654,2.35605232457639,294
9.426980801822564,64.63045805650198,2.363111462866298,295
9.296504627016883,64.66597347593697,2.37016447843422,296
9.168534600170132,64.7011337411776,2.3772113765906804,297
9.043021005561279,64.73594240376582,2.3842521626415967,298
8.919915116540508,64.77040297972816,2.391286841888285,299
8.799169175847283,64.80451894993088,2.398315419627463,300
8.680736376319926,64.83829376043157,2.4053379011512557,301
8.564570841989092,64.87173082282725,2.412354291747196,302
8.450627609547478,64.90483351459898,2.4193645966982316,303
8.338862610188466,64.93760517945299,2.426368821282728,304
8.229232651805873,64.97004912765846,2.4333669707744727,305
8.121695401548141,65.00216863638187,2.4403590504426784,306
8.016209368719585,65.03396695001805,2.447345065551988,307
7.912733888022085,65.06544728051787,2.4543250213624788,308
7.811229103130006,65.09661280771269,2.4612989231296645,309
7.711655950592102,65.12746667963556,2.468266776104501,310
7.613976144053888,65.15801201283921,2.4752285855333898,311
7.518152158793847,65.18825189271081,2.4821843566581823,312
7.424147216567262,65.2181893737837,2.489134094716183,313
7.331925270751949,65.24782748004587,2.4960778049401533,314
7.241450991789394,65.27716920524541,2.5030154925583172,315
7.152689752915571,65.30621751319296,2.5099471627943637,316
7.065607616175873,65.33497533806103,2.5168728208674502,317
6.980171318718162,65.36344558468042,2.5237924719922082,318
6.896348259358822,65.39163112883361,2.5307061213787456,319
6.8141064854158655,65.41953481754527,2.5376137742326517,320
6.733414679804287,65.44715946936982,2.544515435755001,321
6.6542421483881915,65.47450787467612,2.5514111111423565,322
6.576558807584393,65.50158279592937,2.5583008055867738,323
6.500335172213036,65.52838696797008,2.565184524275806,324
6.425542343589756,65.55492309829037,2.5720622723925053,325
6.3521519978547865,65.58119386730748,2.5789340551154303,326
6.280136374534574,65.6072019286344,2.5857998776186464,327
6.209468265330643,65.63294990934806,2.592659745071732,328
6.140121003131957,65.65844041025457,2.599513662639782,329
6.072068451245547,65.68367600615203,2.606361635483411,330
6.0052849928418,65.7086592460905,2.6132036687587568,331
5.939745520609532,65.7333926536296,2.6200397676174862,332
5.875425426616992,65.7578787270933,2.6268699372067976,333
5.812300592374769,65.78211993982237,2.6336941826694242,334
5.75034737909622,65.80611874042414,2.6405125091436394,335
5.689542618151883,65.8298775530199,2.6473249217632597,336
5.629863601713777,65.8533987774897,2.6541314256576487,337
5.571288073585906,65.8766847897148,2.660932025951721,338
5.513794220217204,65.89973794181765,2.6677267277659467,339
5.457360661893329,65.92256056239947,2.674515536216354,340
5.401966444103786,65.94515495677547,2.6812984564145337,341
5.347591029080804,65.96752340720771,2.6880754934676436,342
5.294214287506554,65.98966817313563,2.6948466524784114,343
5.241816490385457,66.01159149140427,2.701611938545139,344
5.190378301078242,66.03329557649023,2.708371356761707,345
5.139880767494414,66.05478262072533,2.715124912217577,346
5.090305314440268,66.07605479451809,2.721872609997796,347
5.041633736118969,66.0971142465729,2.7286144551830023,348
4.993848188780017,66.11796310410718,2.735350452849425,349
4.9469311835150425,66.1386034730661,2.742080608068892,350
4.90086557919675,66.15903743833543,2.7488049259088325,351
4.855634575558571,66.17926706395208,2.755523411432279,352
4.811221706412018,66.19929439331256,2.7622360696978734,353
4.767610832998831,66.21912144937943,2.7689429057598702,354
4.724786137475665,66.23875023488563,2.77564392466814,355
4.68273211652823,66.25818273253677,2.7823391314681727,356
4.641433575112619,66.2774209052114,2.7890285312010827,357
4.600875620321181,66.29646669615929,2.795712128903612,358
4.561043655370392,66.31532202919769,2.8023899296081347,359
4.521923373708399,66.33398880890572,2.809061938342658,360
4.483500753239922,66.35246892081666,2.8157281601308304,361
4.44576205066588,66.37076423160849,2.8223885999919416,362
4.408693795935801,66.38887658929241,2.829043262940928,363
4.37228278681066,66.40680782339949,2.8356921539883775,364
4.336516083533782,66.4245597451655,2.8423352781405304,365
4.3013810036078794,66.44213414771384,2.848972640399286,366
4.2668651166760165,66.45953280623671,2.855604245762205,367
4.23295623950446,66.47675747817433,2.862230099222513,368
4.199642431065265,66.49380990339259,2.868850205769106,369
4.1669119877168965,66.51069180435866,2.875464570386551,370
4.134753438480581,66.52740488631507,2.8820731980550933,371
4.103155540410777,66.54395083745192,2.8886760937506577,372
4.072107274057709,66.5603313290774,2.8952732624448534,373
4.041597839020225,66.57654801578663,2.9018647091049776,374
4.011616649587155,66.59260253562876,2.908450438694019,375
3.982153330465317,66.60849651027247,2.915030456170662,376
3.9531977125927416,66.62423154516975,2.9216047664892892,377
3.924739829034958,66.63980922971805,2.928173374599987,378
3.896769910963161,66.65523113742087,2.9347362854485484,379
3.869278383712221,66.67049882604667,2.9412935039764756,380
3.8422558629173507,66.6856138377862,2.9478450351209857,381
3.815693150727459,66.70057769940834,2.9543908838150132,382
3.7895812320939397,66.71539192241426,2.9609310549872143,383
3.7639112711333347,66.73005800319011,2.9674655535619703,384
3.7386746075623405,66.7445774231582,2.9739943844593912,385
3.7138627532037662,66.75895164892663,2.980517552595319,386
3.689467388562057,66.77318213243736,2.9870350628813336,387
3.665480359466914,66.78727031111298,2.9935469202247527,388
3.6418936737836716,66.80121760800185,3.0000531295286392,389
3.6186994981893035,66.81502543192182,3.006553695691803,390
3.595890155012362,66.82869517760261,3.013048623608805,391
3.5734581191360038,66.84222822582659,3.0195379181699606,392
3.5513960149624904,66.85562594356833,3.026021584261344,393
3.529696613438197,66.86888968413264,3.032499626764791,394
3.508352829137741,66.88202078729131,3.038972050557903,395
3.4873577174062156,66.8950205794184,3.045438860514052,396
3.4667044715582658,66.90789037362421,3.0519000615023817,397
3.446386420132842,66.92063146988797,3.0583556583878133,398
3.426397024202672,66.93324515518908,3.0648056560310484,399
3.406729874737227,66.94573270363719,3.0712500592885723,400
3.387378690018155,66.95809537660082,3.077688873012659,401
3.3683373131062053,66.97033442283481,3.0841221020513725,402
3.349599709358468,66.98245107860646,3.090549751248573,403
3.3311599639950953,66.99444656782039,3.0969718254439185,404
3.31301227971439,67.00632210214219,3.10338832947287,405
3.295150974355464,67.01807888112077,3.109799268166695,406
3.2775704786072306,67.02971809230957,3.1162046463524686,407
3.260265333763131,67.04124091138647,3.122604468853081,408
3.2432301895204847,67.0526485022726,3.1289987404872392,409
3.226459801823657,67.06394201724987,3.13538746606947,410
3.2099490307501015,67.07512259707737,3.1417706504101237,411
3.193692838438511,67.0861913711066,3.1481482983153803,412
3.1776862870582043,67.09714945739553,3.1545204145872496,413
3.1619245368188986,67.10799796282157,3.160887004023577,414
3.146402844020054,67.11873798319336,3.167248071418046,415
3.1311165591391226,67.12937060336142,3.1736036215601833,416
3.1160611249577697,67.1398968973278,3.1799536592353608,417
3.1012320747253677,67.15031792835453,3.1862981892247997,418
3.0866250303591563,67.16063474907098,3.1926372163055743,419
3.0722357006800483,67.17084840158027,3.1989707452506155,420
3.058059879683694,67.18095991756446,3.2052987808287146,421
3.044093444845822,67.19097031838882,3.2116213278045262,422
3.0303323554614225,67.20088061520494,3.2179383909385733,423
3.0167726510169013,67.21069180905289,3.224249974987249,424
3.0034104495946434,67.22040489096236,3.230556084702821,425
2.990241946309329,67.23002084205274,3.236856724833436,426
2.977263411775384,67.23954063363222,3.243151900123121,427
2.96447119060492,67.2489652272959,3.24944161531179,428
2.95186169993551,67.25829557502294,3.2557258751352443,429
2.939431427987378,67.26753261927271,3.262004684325178,430
2.927176932649152,67.27667729307998,3.2682780476091815,431
2.9150948400919026,67.28573052014919,3.274545969710745,432
2.9031818434106538,67.2946932149477,3.280808455349261,433
2.8914347012929955,67.30356628279823,3.2870655092400294,434
2.8798502367141565,67.31235061997025,3.29331713609426,435
2.8684253356580416,67.32104711377055,3.299563340619076,436
2.857156945863731,67.32965664263284,3.3058041275175185,437
2.8460420755969507,67.33818007620651,3.3120395014885493,438
2.8350777924459276,67.34661827544444,3.3182694672270543,439
2.8242612221412564,67.35497209268999,3.324494029423847,440
2.8135895473992276,67.36324237176309,3.330713192765673,441
2.803060006788205,67.37142994804546,3.336926961935213,442
2.792669893617502,67.37953564856501,3.3431353416110854,443
2.782416554848428,67.38756029207936,3.3493383364678513,444
2.772297390026971,67.39550468915856,3.3555359511760168,445
2.762309850237724,67.40336964226697,3.3617281904020375,446
2.762309850237724,67.40336964226697,3.3617281904020375,1
2.66660331100392,67.48123267804027,3.423596874464877,2
